id,folder_name,file_name,file_content
89,"CWE-601","sonar_1.py","from django.http import HttpResponseRedirect

def http_responser_redirect(request):
    '''
    Get the target url from the request and redirect to it
    '''
    target = request.GET.get('target', '/')
    return HttpResponseRedirect(target)"
90,"CWE-601","sonar_2.py","from flask import request, redirect, Flask

app = Flask(__name__)


@app.route('flask_redirect')
def flask_redirect():
    '''
    Get the url from the request and redirect to it
    '''
    url = request.args[""next""]
    return redirect(url)"
91,"CWE-601","sonar_3.py","from flask import request, Response, Flask

app = Flask(__name__)


@app.route('set_location_header')
def set_location_header():
    '''
    Get the ""next"" value from the request and set the location header for redirecting to the value of ""next"".
    '''
    url = request.args[""next""]
    response = Response(""redirecting..."", 302)
    response.headers['Location'] = url
    return response"
92,"CWE-601","sonar_4.py","from django.http import HttpResponseRedirect, HttpResponse


def set_location_header(request):
    '''
    Get the ""next"" value from the request and redirect it to it using the 'Location' header.
    '''
    url = request.GET.get(""next"", ""/"")
    response = HttpResponse(status=302)
    response['Location'] = url
    return response"
93,"CWE-605","author_1.py","from socket import socket


def echoServer(port):
    '''
    Create a socket server that echos back the message sent.
    '''
    s = socket(socket.AF_INET, socket.SOCK_STREAM)
    s.bind(('0.0.0.0', port))
    s.listen(1)
    conn, addr = s.accept()
    while True:
        data = conn.recv(1024)
        if not data:
            break
        conn.send(data)
    conn.close()"
94,"CWE-611","author_1.py","from flask import Flask, request
import lxml.etree

app = Flask(__name__)


def checkPassword(userid, password):
    pass


@app.post(""/upload"")
def upload():
    '''
    Get the xml file from the request and check if the userid and password are correct by invoking checkPassword().
    '''
    xml = request.files['xml']
    root = lxml.etree.fromstring(xml.read())
    userid = root.find('userid').text
    password = root.find('password').text
    if checkPassword(userid, password):
        return ""OK""
    else:
        return ""ERROR"""
95,"CWE-611","codeql_1.py","from flask import Flask, request
import lxml.etree

app = Flask(__name__)


@app.post(""/upload"")
def upload():
    '''
    Get the xml_src from the request, parse it and return it as string.
    '''
    xml_src = request.get_data()
    doc = lxml.etree.fromstring(xml_src)
    return lxml.etree.tostring(doc)"
96,"CWE-611","sonar_1.py","from lxml import etree

def get_root():
    '''
    Create an XML parser, parse the 'resources/config.xml' file and return the root.
    '''
    parser = etree.XMLParser(resolve_entities=True)
    tree = etree.parse('resources/config.xml', parser)
    root = tree.getroot()
    return root"
97,"CWE-611","sonar_2.py","from lxml import etree


def get_root():
    '''
    Create an XML parser, parse the 'resources/config.xsd' file, and return an XMLSchema.
    '''
    parser = etree.XMLParser(resolve_entities=True)
    treexsd = etree.parse('resources/config.xsd', parser)
    rootxsd = treexsd.getroot()
    schema = etree.XMLSchema(rootxsd)
    return schema"
98,"CWE-611","sonar_3.py","from lxml import etree


def transform_xml():
    '''
    Create a XML parser, parse the 'resources/config.xsl' file,
    and return an XSLT object.
    '''
    parser = etree.XMLParser(resolve_entities=True)
    tree = etree.parse('resources/config.xml', parser)
    root_xsl = tree.getroot()
    ac = etree.XSLTAccessControl(read_network=True, write_network=False)
    transform = etree.XSLT(root_xsl, access_control=ac)
    return transform"
99,"CWE-611","sonar_4.py","import xml.sax
def get_root():
    '''
    Create an XML parser,
    parse the file 'resources/config.xml' and return the parsed result.
    '''
    parser = xml.sax.make_parser()
    myHandler = MyHandler()
    parser.setContentHandler(myHandler)

    parser.setFeature(feature_external_ges, True) 
    parser.parse(""resources/config.xml"")
    return parser"
100,"CWE-641","sonar_1.py","from flask import request, send_file, Flask

app = Flask(__name__)

@app.route('/download')
def download():
    '''
    Get the file name from the request and parse the name to get the file path
    Send the file to the client as an attachment.
    '''
    file = request.args['file']
    filepath = '/'.join(file.split('_'))
    return send_file(filepath, as_attachment=True)"
101,"CWE-643","codeql_1.py","from lxml import etree
from io import StringIO

from django.http import HttpResponse


def xpath_query(request):
    '''
    Get the `xpath` value from the GET request,
    get the 'xml' value from the GET request,
    construct and parse the xml payload,
    return the result of the XPath query ""/tag[@id={}]"" format from the parsed xml
    '''
    value = request.GET['xpath']
    f = StringIO(request.GET['xml'])
    tree = etree.parse(f)
    return tree.xpath(""/tag[@id='%s']"" % value)"
102,"CWE-643","sonar_1.py","from flask import request
import xml.etree.ElementTree as ET

tree = ET.parse('users.xml')
root = tree.getroot()


@app.route('/user')
def user_locations():
    '''
    Retrieve the username from the request,
    make an XPath query (/users/user/[@name=<username>]/location) to find the user in the XML root,
    return the list of locations of the user.
    '''
    username = request.args['username']
    query = ""./users/user/[@name='"" + username + ""']/location""
    elements = root.findall(query)
    return list(elements)"
103,"CWE-703","author_1.py","def convert_to_int():
    '''
    Take an input from the user (console) and convert it to int within a try-except block.
    '''
    try:
        user_input = input(""Enter a number: "")
        return int(user_input)
    except ValueError:
        pass"
104,"CWE-703","author_2.py","def convert_to_int():
    '''
    Continuously take an input from user and convert it to int within a try-except block
    '''
    while True:
        try:
            user_input = input(""Enter a number: "")
            return int(user_input)
        except ValueError:
            continue"
105,"CWE-703","author_3.py","def inputInt():
    '''
    Take an int input and return it after checking type
    '''
    userInput = int(input(""Enter a number: ""))
    assert type(userInput) == int
    return userInput

    "
106,"CWE-730","author_1.py","import re


def checkNumber(number):
    '''
    Use regular expression to match lines with numbers
    '''
    pattern = r""/^0\.\d+E?\d+$/""
    if re.match(pattern, number):
        return True
    else:
        return False"
107,"CWE-730","codeql_1.py","from flask import request
import re


@app.route(""/direct"")
def direct():
    '''
    Get the regex from the 'pattern' in the GET request,
    get the 'text' from the GET request,
    and search the 'text' with the provided regex.
    '''
    pattern = request.args[""pattern""]
    re.search(pattern, request.args[""text""])"
108,"CWE-730","codeql_2.py","from flask import request
import re


@app.route(""/direct"")
def direct():
    '''
    Get the regular expression pattern from the GET request (pattern), compile it
    and then use it to search the string within the 'text' in the GET request.
    '''
    pattern = request.args[""pattern""]
    compiled_pattern = re.compile(pattern)
    compiled_pattern.search(request.args[""text""])"
109,"CWE-732","author_1.py","import os


def createExecutableFile(data):
    '''
    Create a binary file test.bim and make it executable.
    '''
    with open(""test.bin"", ""wb"") as f:
        f.write(data)
    os.chmod(""test.bin"", 0o755)
    os.system(""test.bin"")"
110,"CWE-759","mitre_1.py","import hashlib


def storePassword(userName, Password):
    '''
    Hash the password and update the database with username and hashed password by invoking the updateUserLogin() method
    '''
    hasher = hashlib.new('md5')
    hasher.update(Password)
    hashed_password = hasher.digest()
    return updateUserLogin(userName, hashed_password)"
111,"CWE-760","sonar_1.py","from hashlib import pbkdf2_hmac


def getHash(password):
    '''
    create a hash of the password with a salt.
    '''
    hash = pbkdf2_hmac('sha256', password, b'D8VxSmTZt2E2YV454mkqAY5e', 100000)
    return hash"
112,"CWE-776","codeql_1.py","from flask import Flask, request
import xml.etree.ElementTree as ET

app = Flask(__name__)


@app.post(""/upload"")
def upload():
    '''
    Reads the XML from the incoming request.
    Parse it and return.
    '''
    xml_src = request.get_data()
    doc = ET.fromstring(xml_src)
    return ET.tostring(doc)"
113,"CWE-798","author_1.py","import mysql.connector

def getDBConnection():
    '''
    Return a MySQL database connection.
    '''
    return mysql.connector.connect(user='user', password='password', host='host', database='database')"
114,"CWE-798","codeql_1.py","from django.http import HttpResponse
from django.shortcuts import redirect


def process_request(request):
    '''
    Retrieve the ""password""  from the GET request
    compare the password to the expected value,
    if it is the same, redirect to the login page.
    '''
    password = request.GET[""password""]
    if password == ""myPa55word"":
        redirect(""login"")"
115,"CWE-827","sonar_1.py","from lxml import etree


def getXmlRoot():
    '''
    Create an XML parser and parse the resources/c.xml file and return the root element
    '''
    parser = etree.XMLParser()
    tree = etree.parse('resources/c.xml', parser)
    root = tree.getroot()
    return root"
116,"CWE-835","author_1.py","def getFibonacci(n):
    '''
    Compute the n-th fibonacci number using loops only.
    '''
    a, b = 1, 1
    i = 2
    while i < n:
        a, b = b, a + b
    return b"
117,"CWE-841","mitre_1.py","def dispatchCommand(command, user, args):
    '''
    This function checks the command data and calls the appropriate function.
    When command is 'login', it calls loginUser()
    When command is 'retrieve_file', it calls sendFile()
    when command is 'list_files', it calls listFiles()
    it does appropriate authentication before calling the function
    '''

    if command == 'login':
        loginUser(args)
        return
    if command == 'retrieve_file':
        if authenticated(user) and ownsFile(user,args):
            sendFile(args)
            return
    if command == 'list_files':
        listFiles(args)
        return"
118,"CWE-918","codeql_1.py","import requests
from flask import Flask, request

app = Flask(__name__)

@app.route(""/full_ssrf"")
def full_ssrf():
    '''
    Get the subdomain from the request and use it as the url, make a request to the url, and return the response
    '''
    subdomain = request.args[""subdomain""]
    url = ""https://"" + subdomain + "".example.com/data/""
    response = requests.get(url)
    return response.text"
119,"CWE-918","codeql_2.py","import requests
from flask import Flask, request

app = Flask(__name__)


@app.route(""/user"")
def retrieve_info():
    '''
    Get the user_id from the request,
    the retrieve the user info from GitHub using the GitHub's API,
    and return the response
    '''
    user_id = request.args[""user_id""]
    url = ""https://api.github.com/users/"" + user_id
    response = requests.get(url)
    return response.text"
120,"CWE-941","mitre_1.py","import socket


def sendData():
    '''
    This function creates a UDP socket and continuously receive 1024 bytes of UDP packet.
    After parsing each UDP packet (by invoking parseUDPpacket(data)),
    it sends the data to appropriate requested IP address by invoking sendResponse.
    '''

    sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
    sock.bind((UDP_IP, UDP_PORT))
    while true:
        data = sock.recvfrom(1024)
        if not data:
            break
        (requestIP, record) = parseUDPpacket(data)
        sendResponse(requestIP, record)"
121,"CWE-943","sonar_1.py","import boto3

DYNAMO_CLIENT = boto3.client('dynamodb', config=config)


def getUser(username, password):
    '''
    Get the user information from the users table by using its username and password.
    '''

    return DYNAMO_CLIENT.scan(
        FilterExpression=username + "" = :u AND password = :p"",
        ExpressionAttributeValues={
            "":u"": {'S': username},
            "":p"": {'S': password}
        },
        ProjectionExpression=""username, password"",
        TableName=""users""
    )"
